Episode,Score
189,-318.36020656217255
190,-327.9670412820425
191,-349.6308129046357
192,-401.7603900011421
193,-399.42582295311263
194,-415.4261887534078
195,-333.05585617405563
196,-378.42205933600906
197,-469.0631371538176
198,-272.1851337552785
199,-422.78868619616037
200,-337.10531820928225
201,-446.21222116967067
202,-353.17477508140894
203,-399.3843337783896
204,-359.9278620265629
205,-280.3800344699571
206,-474.3161351345546
207,-578.3352629340839
208,-406.48499083798777
209,-378.5389938346651
210,-377.6718953217377
211,-366.36670186949743
212,-340.137775487138
213,-339.8326056474034
214,-314.19555881911606
215,-328.7875777822609
216,-358.9109875785621
217,-293.04094385800636
218,-353.7166085854517
219,-406.1773999687939
220,-294.6333259233385
221,-198.17745394546083
222,-270.8858900116767
223,-297.51050799123504
224,-275.13382151620345
225,-169.65077820874728
226,-358.92689664497146
227,-220.63259866063413
228,-330.4062248161992
229,-258.4985546967289
230,-329.5971467918311
231,-289.24044019786146
232,-351.101485276582
233,-719.8036905223306
234,-227.22342253757932
235,-736.5938263030771
236,-297.95652518452243
237,-217.33465325940483
238,-214.07550363237223
239,-681.0974751932356
240,-146.56101058086162
241,-172.7664669239308
242,-182.59212854046677
243,-281.33721769466354
244,-156.35481988209946
245,-194.40162856248787
246,-179.34390733374187
247,-770.7878880930883
248,-744.4554653216634
249,-148.71672994728456
250,-262.6854235953084
251,-221.93331406438844
252,-712.4019222963508
253,-748.2911110805862
254,-748.4690447461436
255,-142.0129604068366
256,-677.836185612163
257,-127.14206994639386
258,-156.8630898179341
259,-749.6783313999155
260,-769.0441273312471
261,-741.962512185806
262,-720.074693088217
263,-733.5723328243453
264,-703.6147848053294
265,-735.7729396084256
266,-705.940865941185
267,-657.5635220064352
268,-755.5329948020592
269,-703.9721025548683
270,-697.4000529224512
271,-718.2914911547632
272,-699.9434769285082
273,-669.9055552047442
274,-711.4809866684733
275,-700.6723653246414
276,-600.6263172559236
277,-728.3140890284963
278,-640.3269671515501
279,-623.4616189097163
280,-688.7166565779224
281,-671.9933304899585
282,-626.9454561888036
283,-614.2879463329015
284,-688.1208674546263
285,-595.8747652421705
286,-668.6896107504882
287,-641.2309259201613
288,-571.9491554445906
289,-635.2955197080584
290,-597.7371476601763
291,-675.3561569962546
292,-693.5095489987258
293,-632.6272543839859
294,-668.5919895964237
295,-647.8504995486686
296,-596.9417359219784
297,-560.2538110740409
298,-642.8539677799614
299,-653.7067414271255
300,-651.9395154761963
301,-615.1035885199599
302,-588.4417312293131
303,-589.7403540189388
304,-651.5734721715162
305,-590.1293869210479
306,-668.179229948824
307,-670.8819434182348
308,-644.9973261652417
309,-665.6752018000032
310,-615.1265780837944
311,-669.8904195026629
312,-651.6362645759243
313,-606.4207969723177
314,-650.2322028575168
315,-568.9656463109859
316,-630.7206186928455
317,-629.4027217054635
318,-609.6500114275577
319,-560.8778417566838
320,-659.3462256580002
321,-675.9888264350527
322,-639.3179096214692
323,-659.0624692603885
324,-664.9380430364511
325,-635.8508048621874
326,-660.4830230063262
327,-609.5416087757967
328,-615.0361907316726
329,-627.7845731090182
330,-655.9952710053001
331,-619.4329473927625
332,-601.8122491388749
333,-633.9311812504318
334,-587.1932107093943
335,-585.6303512837485
336,-584.8780179614812
337,-569.7895666286804
338,-604.883747016145
339,-640.1104882797019
340,-574.2620979855054
341,-609.4497941531096
342,-560.0835475941528
343,-606.8645198538402
344,-483.67283186079794
345,-424.9103073109927
346,-524.4202489017093
347,-351.5843976731072
348,-470.82141913253923
349,-501.5868129037691
350,-514.4046468481438
351,-377.6726801242288
352,-453.1055567610617
353,-312.6951027648247
354,-347.2090941032709
355,-351.20650749274444
356,-329.3371494036347
357,-397.62483674941404
358,-308.7476226636676
359,-349.0783384596475
360,-347.4741780476385
361,-300.5505544738767
362,-297.7535442928729
363,-295.1289682820507
364,-342.49168245036174
365,-382.9980354081882
366,-239.07725201811851
367,-353.58586689321857
368,-302.282315912889
369,-299.2855818439475
370,-298.3350658703429
371,-301.1489297130811
372,-259.41324059430804
373,-329.0802455384263
374,-303.3472443343501
375,-319.5188637535563
376,-348.05883548037104
377,-320.2500492731077
378,-277.72263181936705
379,-326.3248827622781
380,-270.06078769602806
381,-290.71311289604773
382,-302.93538818424815
383,-287.573402231659
384,-370.8618382810325
385,-301.4606305881418
386,-327.6233997014115
387,-303.709487276749
388,-287.9876556785388
389,-260.7798796905382
390,-277.0481115971214
391,-286.0800622914873
392,-253.90023224533647
393,-248.74304885615066
394,-255.69253294403936
395,-278.81313305446844
396,-304.4923021560709
397,-311.2420686208335
398,-320.02071247664304
399,-285.638322625313
400,-286.71735399320875
401,-300.7125981222182
402,-294.16092905728647
403,-273.39356689575663
404,-303.3131483457226
405,-319.063553006863
406,-299.25596097097355
407,-321.9036942576698
408,-282.7655636995152
409,-287.6328395756782
410,-296.39511649580555
411,-246.62239786678867
412,-257.62227320553404
413,-298.33121056532536
414,-219.4260489524209
415,-314.70443716202243
416,-298.04797933912755
417,-262.4353751754141
418,-233.82885662665322
419,-312.6057404467665
420,-261.3882471439609
421,-273.4553267128822
422,-316.74491402193223
423,-333.6373715385141
424,-308.6736004672053
425,-294.6996594850491
426,-324.9342626900533
427,-269.8839332183877
428,-238.50762898648907
429,-272.2528841263435
430,-285.6882930010668
431,-266.4360228908172
432,-331.69331422193994
433,-286.3878270254821
434,-267.484276425317
435,-204.55724992340262
436,-277.5521325730956
437,-282.99760546158996
438,-266.92246263191157
439,-289.68738765293176
440,-235.73608429416012
441,-255.4926500682597
442,-216.26312555546733
443,-290.13200015115603
444,-305.09104750149646
445,-242.9379725382016
446,-310.33211324416493
447,-297.5833313542501
448,-268.26944777079837
449,-297.139857121056
450,-277.0148911935667
451,-273.9260249633719
452,-275.0918846275705
453,-264.59215091250184
454,-282.5334349197542
455,-245.61676688819
456,-308.1842434199299
457,-286.3141875883596
458,-284.43140994882503
459,-290.9627235543979
460,-269.65072915283906
461,-285.08800533092256
462,-300.3105904232491
463,-273.59666707811255
464,-262.6672700304249
465,-302.35618372794704
466,-292.93330020230906
467,-263.9207252711439
468,-268.84300090235354
469,-264.9012515965513
470,-279.2434781515616
471,-301.52135961349666
472,-292.15673837246777
473,-301.86187961643367
474,-310.560740317458
475,-269.6916568643898
476,-265.0236332208152
477,-201.87964366237475
478,-295.0309346012557
479,-264.2739872130147
480,-281.295545796529
481,-239.3068939428337
482,-301.8906179126624
483,-287.17479895262056
484,-281.2335585083391
485,-308.20928711706006
486,-289.7194376535735
487,-290.17194627027425
488,-299.9196555170452
489,-281.7458174723292
490,-300.9497542352433
491,-302.29426589006954
492,-249.72719814833363
493,-298.8682104802717
494,-262.93800687485884
495,-256.7851862428696
496,-308.1959978752934
497,-276.02885026158583
498,-261.3416143688552
499,-285.89010938241773
